Artist,Artist country,Artist genres,Artist sub genres,Artist uuid,Artist url,Career stage,Growth level,Gender,Type,Birth date,First release,Latest release,Total ISRC,Latest concert,Total concerts (last 3y),Upcoming concert,Soundcharts score Total,Soundcharts score Change, Soundcharts score Change %,Spotify followers Total,Spotify followers Change,Spotify followers Change %,Spotify monthly listeners Total,Spotify monthly listeners Change,Spotify monthly listeners Change %,Spotify popularity Total,Spotify popularity Change,Spotify popularity Change %,Tidal popularity Total,Tidal popularity Change,Tidal popularity Change %,YouTube subscribers Total,YouTube subscribers Change,YouTube subscribers Change %,YouTube daily views Total,YouTube daily views Change,YouTube daily views Change %,Youtube channel views Total,Youtube channel views Change,Youtube channel views Change %,Youtube posts,Youtube posts Change,Youtube posts Change %,Instagram followers Total,Instagram followers Change,Instagram followers Change %,Instagram posts Total,Instagram posts Change,Instagram posts Change %,Instagram following Total,Instagram following Change,Instagram following Change %,TikTok followers Total,TikTok followers Change,TikTok followers Change %,Tiktok likes Total,Tiktok likes Change,Tiktok likes Change %,Tiktok following Total,Tiktok following Change,Tiktok following Change %,Airplay plays Total,Airplay plays Change,Airplay plays Change %,Pandora monthly listeners Total,Pandora monthly listeners Change,Pandora monthly listeners Change %,Deezer fans Total,Deezer fans Change,Deezer fans Change %,Deezer popularity Total,Deezer popularity Change,Deezer popularity Change %,Amazon followers Total,Amazon followers Change,Amazon followers Change %,Facebook likes Total,Facebook likes Change,Facebook likes Change %,X followers Total,X followers Change,X followers Change %,X likes Total,X likes Change,X likes Change %,X posts Total,X posts Change,X posts Change %,X following Total,X following Change,X following Change %,Soundcloud followers Total,Soundcloud followers Change,Soundcloud followers Change %,Soundcloud posts Total,Soundcloud posts Change,Soundcloud posts Change %,Soundcloud following Total,Soundcloud following Change,Soundcloud following Change %,Songkick Fans Total,Songkick Fans Change,Songkick Fans Change %,Bandsintown followers Total,Bandsintown followers Change,Bandsintown followers Change %,Genius followers Total,Genius followers Change,Genius followers Change %,Netease followers Total,Netease followers Change,Netease followers Change %,Kkbox followers Total,Kkbox followers Change,Kkbox followers Change %,Weibo followers Total,Weibo followers Change,Weibo followers Change %,Weibo likes Total,Weibo likes Change,Weibo likes Change %,Weibo posts Total,Weibo posts Change,Weibo posts Change %,Weibo following Total,Weibo following Change,Weibo following Change %,Anghami followers Total,Anghami followers Change,Anghami followers Change %,Anghami plays Total,Anghami plays Change,Anghami plays Change %,Boomplay favorites Total,Boomplay favorites Change,Boomplay favorites Change %,Audiomack followers Total,Audiomack followers Change,Audiomack followers Change %,Audiomack plays Total,Audiomack plays Change,Audiomack plays Change %,Gaana favorites Total,Gaana favorites Change,Gaana favorites Change %,Jiosaavn followers Total,Jiosaavn followers Change,Jiosaavn followers Change %,Jiosaavn listeners Total,Jiosaavn listeners Change,Jiosaavn listeners Change %,Line music followers Total,Line music followers Change,Line music followers Change %,Melon Likes Total,Melon Likes Change,Melon Likes Change %,QQ Music Fans Total,QQ Music Fans Change,QQ Music Fans Change %,Yandex followers Total,Yandex followers Change,Yandex followers Change %,Yandex monthly listeners Total,Yandex monthly listeners Change,Yandex monthly listeners Change %,Vk fans Total,Vk fans Change,Vk fans Change %,Mixcloud followers Total,Mixcloud followers Change,Mixcloud followers Change %,Mixcloud following Total,Mixcloud following Change,Mixcloud following Change %,Twitch followers Total,Twitch followers Change,Twitch followers Change %,Last.fm listeners Total,Last.fm listeners Change,Last.fm listeners Change %,Patreon followers Total,Patreon followers Change,Patreon followers Change %,Patreon posts Total,Patreon posts Change,Patreon posts Change %,Unnamed: 188,Artist_Type,spotify_id,instagram_url,instagram_handle,tiktok_url,tiktok_handle,youtube_url,youtube_channel_id,soundcloud_url,soundcloud_handle,twitter_url,twitter_handle,facebook_url,website_url,lookup_status
Reva Devito,United States,"Electro, Hip Hop, R&B","Electronic, portland hip hop, R&B/Soul, contemporary r&b, soul",11e81bd2-b528-8dee-9e7a-a0369fe50396,https://app.soundcharts.com/app/artist/reva-devito/overview,mid_level,average_growth,female,person,,1/25/11,2/28/25,111,6/23/22,0,1/12/26,48354,354,0.74,9613.0,83.0,0.87,165812,-5527,-3.23,40,0,0.0,47.0,0.0,0.0,162.0,0.0,0.0,,,,50186.0,17.0,0.03,3.0,0.0,0.0,9648.0,20.0,0.21,622.0,2.0,0.32,3189.0,18.0,0.57,,,,,,,,,,285.0,14.0,5.17,8.0,-4.0,-33.33,1024.0,12.0,1.19,40.0,6.0,17.65,200.0,2.0,1.01,7847.0,-4.0,-0.05,2272.0,-1.0,-0.04,3080.0,0.0,0.0,5945.0,0.0,0.0,804.0,0.0,0.0,12881.0,3.0,0.02,19.0,0.0,0.0,7.0,0.0,0.0,14079.0,1.0,0.01,7784.0,9.0,0.12,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,100.0,35.0,2.0,6.06,20.0,0.0,0.0,,,,,,,,,,,,,124.0,0.0,0.0,410.0,3.0,0.74,327.0,0.0,0.0,21626.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,00jACgDWIBdPM4eH8nORwz,https://www.instagram.com/revadevito/,revadevito,https://www.tiktok.com/@revadevito,revadevito,https://www.youtube.com/@revadevito,,https://soundcloud.com/reva-devito,reva-devito,https://twitter.com/revadevito,revadevito,,,"spotify,soundcloud"
MelyMel,Dominican Republic,"Latin, Hip Hop, Pop","dembow, rap dominicano, Hip-Hop/Rap, rap latina, dominican pop, latin, contemporary hip hop, hip hop, trap",11e81bd1-62e1-7f1a-b541-a0369fe50396,https://app.soundcharts.com/app/artist/melymel/overview,mid_level,average_growth,female,person,5/6/88,4/11/10,5/28/25,173,1/12/26,0,1/12/26,49571,571,1.17,86389.0,48.0,0.06,165329,-10986,-6.23,39,0,0.0,46.0,0.0,0.0,527000.0,1000.0,0.19,28270.0,-2807.0,-9.03,62612362.0,636068.0,1.03,32.0,0.0,0.0,3730741.0,-6369.0,-0.17,285.0,1.0,0.35,586.0,0.0,0.0,175800.0,-500.0,-0.28,333400.0,500.0,0.15,6.0,0.0,0.0,306.0,0.0,0.0,240.0,-16.0,-6.25,2884.0,5.0,0.17,16.0,-3.0,-15.79,495.0,2.0,0.41,795436.0,-2820.0,-0.35,70295.0,-19.0,-0.03,209.0,0.0,0.0,31351.0,-6.0,-0.02,190.0,0.0,0.0,4250.0,2.0,0.05,66.0,0.0,0.0,2.0,0.0,0.0,,,,1220.0,13.0,1.08,3.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,3966.0,0.0,0.0,240724.0,0.0,0.0,0.0,0.0,0.0,1493.0,7.0,0.47,646125.0,5135.0,0.8,,,,,,,,,,,,,,,,36.0,0.0,0.0,3.0,0.0,0.0,83.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4tM8sp8yDce3Km1pYHQb6Y,https://www.instagram.com/melymel/,melymel,https://www.tiktok.com/@melymel,melymel,https://www.youtube.com/@melymel,,https://soundcloud.com/melymelmusic,melymelmusic,https://twitter.com/melymel,melymel,,,"spotify,soundcloud"
Foe G4ng,United States,Hip Hop,"Hip-Hop/Rap, contemporary hip hop, hip hop",11e83fe7-d285-9268-87bf-aa1c026db3d8,https://app.soundcharts.com/app/artist/foe-g4ng/overview,long_tail,average_growth,female,person,,5/23/16,1/22/22,52,1/12/26,0,1/12/26,45103,103,0.23,7859.0,448.0,6.05,164849,-20990,-11.29,39,0,0.0,46.0,0.0,0.0,36900.0,0.0,0.0,,,,16298415.0,163448.0,1.01,92.0,0.0,0.0,591.0,-1.0,-0.17,105.0,0.0,0.0,698.0,-4.0,-0.57,,,,,,,,,,1.0,-5.0,-83.33,,,,83.0,0.0,0.0,14.0,-1.0,-6.67,78.0,3.0,4.0,,,,,,,,,,,,,,,,9938.0,2.0,0.02,24.0,0.0,0.0,2.0,0.0,0.0,,,,3190.0,37.0,1.17,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,55.0,0.0,0.0,26605.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19778.0,456.0,2.36,,,,,,,,,3jpWsLBwKVm3gTHvQA5gIA,https://www.instagram.com/foeg4ng/,foeg4ng,https://www.tiktok.com/@foeg4ng,foeg4ng,https://www.youtube.com/@foeg4ng,,https://soundcloud.com/foeg4ng,foeg4ng,https://twitter.com/foeg4ng,foeg4ng,,,"spotify,soundcloud"
LoLo,United States,Hip Hop,Hip-Hop/Rap,b6b5a070-c65e-11e8-b80a-549f35161576,https://app.soundcharts.com/app/artist/lolo-11/overview,mid_level,average_growth,female,person,12/27/87,11/6/07,11/28/25,145,11/23/25,51,1/12/26,48429,429,0.89,37745.0,447.0,1.2,164847,-7965,-4.61,48,0,0.0,25.0,0.0,0.0,33900.0,100.0,0.3,,,,16590640.0,164956.0,1.0,24.0,0.0,0.0,22504.0,-3.0,-0.01,3973.0,3.0,0.08,3754.0,20.0,0.54,,,,,,,,,,504.0,0.0,0.0,394.0,-32.0,-7.51,3013.0,6.0,0.2,32.0,0.0,0.0,550.0,38.0,7.42,58713.0,-10.0,-0.02,,,,,,,,,,,,,,,,,,,,,,77301.0,-4.0,-0.01,56469.0,86.0,0.15,20.0,0.0,0.0,,,,212.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,0.0,0.0,0.0,0.0,0.0,446.0,2.0,0.45,37649.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,04gHmjV4hmiIrT3PHXlTbZ,https://www.instagram.com/lolo/,lolo,https://www.tiktok.com/@lolo,lolo,https://www.youtube.com/@lolo,,https://soundcloud.com/lolopopgurl,lolopopgurl,https://twitter.com/lolo,lolo,,,"spotify,soundcloud"
Chloe Chua,Singapore,"Classical, Hip Hop","Classical, contemporary hip hop, classical crossover, orchestral",0f745f60-df73-4e75-a696-ee41b8bf0151,https://app.soundcharts.com/app/artist/chloe-chua/overview,long_tail,average_growth,female,person,1/7/07,3/10/23,7/18/25,46,1/12/26,0,1/12/26,43046,46,0.11,17407.0,392.0,2.3,164293,-4688,-2.77,40,1,2.56,42.0,0.0,0.0,181000.0,1000.0,0.56,7820.0,436.0,5.9,9619241.0,113179.0,1.19,36.0,0.0,0.0,128789.0,2349.0,1.86,89.0,1.0,1.14,64.0,3.0,4.92,,,,,,,,,,185.0,7.0,3.93,,,,270.0,15.0,5.88,22.0,4.0,22.22,311.0,10.0,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0JwCInHbEPiiLqGj8cIr3j,https://www.instagram.com/violinistchloechua/,violinistchloechua,https://www.tiktok.com/@violinistchloechua,violinistchloechua,https://www.youtube.com/@violinistchloechua,,https://soundcloud.com/chloechua,chloechua,https://twitter.com/chloechua,chloechua,https://www.facebook.com/chloechua177,https://www.chloechuaviolinist.com/,"spotify,soundcloud+musicbrainz"
Maris,United States,"Pop, Electro, Hip Hop, R&B, Country, Jazz","Pop, Dance, Hip-Hop/Rap, R&B/Soul, Country, Jazz",11e81bbc-5c4d-cf4c-b676-a0369fe50396,https://app.soundcharts.com/app/artist/maris/overview,long_tail,average_growth,female,person,,6/12/15,11/21/25,28,1/12/26,0,1/12/26,43264,264,0.61,25305.0,409.0,1.64,163722,21057,14.76,39,0,0.0,43.0,0.0,0.0,,,,,,,,,,,,,97.0,2.0,2.11,1.0,0.0,100.0,46.0,0.0,0.0,,,,,,,,,,325.0,4.0,1.25,125.0,70.0,127.27,162.0,-1.0,-0.61,14.0,2.0,16.67,91.0,2.0,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4s4sHVaj6CRcClZ7SFSKzE,https://www.instagram.com/maris.wav/,maris.wav,https://www.tiktok.com/@maris.wav,maris.wav,https://www.youtube.com/@maris.wav,,https://soundcloud.com/mariswav,mariswav,https://twitter.com/mariswav,mariswav,https://www.facebook.com/officialmaris,https://www.marisofficial.com/,"spotify,soundcloud+musicbrainz"
Anna Kova,France,"Electro, Hip Hop","Electronic, Hip-Hop/Rap",11e81bce-4de1-c8ac-9e66-a0369fe50396,https://app.soundcharts.com/app/artist/anna-kova/overview,long_tail,average_growth,female,person,,4/14/14,12/19/25,87,1/9/25,6,1/12/26,46170,170,0.37,14894.0,82.0,0.55,162876,-1602,-0.97,37,0,0.0,40.0,0.0,0.0,9020.0,10.0,0.11,,,,1292751.0,0.0,0.0,111.0,3.0,2.78,14333.0,-27.0,-0.19,101.0,2.0,2.02,2172.0,-238.0,-9.88,2583.0,-1.0,-0.04,6328.0,55.0,0.88,85.0,0.0,0.0,1983.0,12.0,0.61,,,,11220.0,190.0,1.72,51.0,1.0,2.0,160.0,2.0,1.27,,,,749.0,1.0,0.13,796.0,-2.0,-0.25,815.0,0.0,0.0,66.0,0.0,0.0,5782.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,8151.0,9.0,0.11,4798.0,14.0,0.29,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0,0.0,596.0,3.0,0.51,39190.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5Qhq11sOV080ik3qvoIiXz,https://www.instagram.com/iamannakova/,iamannakova,https://www.tiktok.com/@iamannakova,iamannakova,https://www.youtube.com/@iamannakova,,https://soundcloud.com/anna-kova-523756316,anna-kova-523756316,https://twitter.com/scattingstevie,scattingstevie,https://www.facebook.com/annakovamusic,http://annakova.com/,"spotify,soundcloud+musicbrainz"
Mello Buckzz,United States,Hip Hop,"Hip-Hop/Rap, rap, hip hop",b31714b0-491d-4fbe-8846-b223cd5e2ea9,https://app.soundcharts.com/app/artist/mello-buckzz/overview,mid_level,high_growth,female,person,,3/30/21,12/26/25,86,1/12/26,0,1/12/26,49285,285,0.58,36556.0,1905.0,5.5,162753,3358,2.11,41,1,2.5,60.0,0.0,0.0,119000.0,1000.0,0.85,,,,46312309.0,1402535.0,3.12,65.0,1.0,1.56,476425.0,-147.0,-0.03,286.0,2.0,0.7,2670.0,8.0,0.3,265800.0,4600.0,1.76,4900000.0,100000.0,2.08,252.0,3.0,1.2,366.0,25.0,7.33,174200.0,3603.0,2.11,266.0,11.0,4.31,22.0,0.0,0.0,712.0,38.0,5.64,,,,7641.0,3.0,0.04,109.0,0.0,0.0,142.0,0.0,0.0,53.0,-13.0,-19.7,2369.0,79.0,3.45,30.0,1.0,3.45,,,,,,,1816.0,135.0,8.03,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,4819.0,183.0,3.95,1084719.0,43912.0,4.22,,,,,,,,,,1.0,0.0,100.0,,,,29.0,0.0,0.0,4.0,1.0,33.33,2.0,-2.0,-50.0,,,,,,,,,,,,,22024.0,470.0,2.18,,,,,,,,,4bAfAX9Zg9XdMKREfURqaw,https://www.instagram.com/mellobuckzz/,mellobuckzz,https://www.tiktok.com/@mellobuckzz,mellobuckzz,https://www.youtube.com/@mellobuckzz,,https://soundcloud.com/mellobuckzz1,mellobuckzz1,https://twitter.com/mellobuckzz,mellobuckzz,,,"spotify,soundcloud"
The Lady of Rage,United States,"R&B, Hip Hop","g funk, gangster rap, Hip-Hop/Rap, contemporary hip hop, hip hop",11e81bba-68f3-7640-80e7-a0369fe50396,https://app.soundcharts.com/app/artist/the-lady-of-rage/overview,mid_level,average_growth,female,person,6/11/68,12/15/92,3/13/25,106,11/8/23,1,1/12/26,51584,584,1.15,63549.0,922.0,1.47,161025,16171,11.16,42,1,2.44,65.0,0.0,0.0,8630.0,90.0,1.05,9185.0,619.0,7.23,1680294.0,72628.0,4.52,22.0,0.0,0.0,206939.0,1467.0,0.71,1379.0,3.0,0.22,2436.0,53.0,2.22,,,,,,,,,,583.0,-5.0,-0.85,3955.0,-942.0,-19.24,2112.0,29.0,1.39,30.0,0.0,0.0,1518.0,21.0,1.4,12065.0,-21.0,-0.17,19349.0,-5.0,-0.03,59.0,0.0,0.0,4212.0,-1.0,-0.02,383.0,0.0,0.0,498.0,12.0,2.47,46.0,0.0,0.0,,,,17667.0,25.0,0.14,9096.0,54.0,0.6,35.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,44.0,0.0,0.0,439.0,0.0,0.0,,,,,,,,,,,,,48656.0,425.0,0.88,,,,,,,,,5CxwOBCoGSvWxfDgNoa1Nv,https://www.instagram.com/theladyofrage/,theladyofrage,https://www.tiktok.com/@theladyofrage,theladyofrage,https://www.youtube.com/@theladyofrage,,https://soundcloud.com/theladyofrageofficial,theladyofrageofficial,https://twitter.com/THEOFFICIALRAGE,THEOFFICIALRAGE,,,"spotify,soundcloud+musicbrainz"
OneDa,United Kingdom,Hip Hop,"Hip-Hop/Rap, contemporary hip hop, hip hop",3820f220-0ffe-11e9-847c-549f35161576,https://app.soundcharts.com/app/artist/oneda/overview,long_tail,average_growth,female,person,,2/1/19,12/15/25,77,10/22/25,25,1/12/26,40685,685,1.71,4979.0,98.0,2.01,160637,-7490,-4.45,38,1,2.7,34.0,0.0,0.0,1590.0,0.0,0.0,,,,329066.0,3369.0,1.03,24.0,0.0,0.0,11391.0,101.0,0.89,559.0,29.0,5.47,1706.0,28.0,1.67,1266.0,30.0,2.43,55000.0,600.0,1.1,53.0,4.0,8.16,1656.0,-82.0,-4.72,,,,95.0,8.0,9.2,17.0,2.0,13.33,43.0,2.0,4.88,1308.0,0.0,0.0,1461.0,-4.0,-0.27,3682.0,0.0,0.0,35531.0,-1.0,0.0,538.0,-2.0,-0.37,115.0,2.0,1.77,2.0,0.0,0.0,9.0,0.0,0.0,1186.0,8.0,0.68,499.0,16.0,3.31,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,4643.0,149.0,3.32,,,,,,,,,1DwRZpAKiTkUXcprfnxEFr,https://www.instagram.com/oneda/,oneda,https://www.tiktok.com/@oneda,oneda,https://www.youtube.com/@oneda,,https://soundcloud.com/oneda-2,oneda-2,https://twitter.com/oneda,oneda,,,"spotify,soundcloud"
Lia,Ukraine,"Pop, Others, Hip Hop, R&B, Alternative, Soundtrack","Pop, Worldwide, Hip-Hop/Rap, R&B/Soul, Alternative, Soundtrack, anime, pop, asian pop",11e81bc7-bf16-486a-977b-a0369fe50396,https://app.soundcharts.com/app/artist/lia-1/overview,long_tail,moderate_growth,female,person,12/20/81,8/10/01,11/19/25,241,11/15/25,10,1/12/26,19206,-18794,-49.46,30369.0,524.0,1.76,159742,-7743,-4.62,43,1,2.38,,,,11000.0,100.0,0.92,,,,14474433.0,686691.0,4.98,298.0,0.0,0.0,4613.0,16.0,0.35,1807.0,1.0,0.06,87.0,-1.0,-1.14,,,,,,,,,,1.0,0.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,5122.0,132.0,2.65,,,,36984.0,100.0,0.27,23238.0,113.0,0.49,10041.0,14.0,0.14,83.0,0.0,0.0,,,,,,,,,,4286.0,-2.0,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2694.0,19.0,0.71,,,,60008.0,212.0,0.35,167.0,0.0,0.0,14771.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5pUo3fmmHT8bhCyHE52hA6,https://www.instagram.com/lia/,lia,https://www.tiktok.com/@lia,lia,https://www.youtube.com/@lia,,https://soundcloud.com/itislia,itislia,https://twitter.com/Liabobo3,Liabobo3,,https://lia-music.jp/,"spotify,soundcloud+musicbrainz"
Armani Caesar,United States,Hip Hop,"Hip-Hop/Rap, boom bap, upstate ny rap, contemporary hip hop, hip hop",11e83fe8-500f-3a18-a82e-aa1c026db3d8,https://app.soundcharts.com/app/artist/armani-caesar/overview,mid_level,average_growth,female,person,1/1/89,2/12/09,10/17/25,150,1/12/26,0,1/12/26,49313,313,0.64,48897.0,465.0,0.96,159526,-444,-0.28,42,1,2.44,63.0,0.0,0.0,26700.0,100.0,0.38,,,,6372338.0,0.0,0.0,61.0,0.0,0.0,472198.0,-1477.0,-0.31,417.0,0.0,0.0,1236.0,20.0,1.64,80800.0,-100.0,-0.12,556500.0,2100.0,0.38,204.0,5.0,2.51,634.0,-23.0,-3.5,341.0,-14.0,-3.94,1186.0,25.0,2.15,23.0,-1.0,-4.17,573.0,10.0,1.78,12755.0,48.0,0.38,29068.0,-39.0,-0.13,6725.0,-4.0,-0.06,23215.0,-4.0,-0.02,325.0,-2.0,-0.61,1743.0,2.0,0.11,134.0,0.0,0.0,16.0,0.0,0.0,,,,5028.0,62.0,1.25,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,169.0,0.0,0.0,25912.0,0.0,0.0,,,,2081.0,5.0,0.24,365386.0,664.0,0.18,,,,,,,,,,2.0,0.0,0.0,,,,33.0,0.0,0.0,326.0,7.0,2.19,11380.0,0.0,0.0,,,,,,,,,,,,,116214.0,880.0,0.76,,,,,,,,,53S3boqktbqiB1JfHzsu1f,https://www.instagram.com/armanicaesar/,armanicaesar,https://www.tiktok.com/@armanicaesar,armanicaesar,https://www.youtube.com/@armanicaesar,,https://soundcloud.com/armanicaesar,armanicaesar,https://twitter.com/armanicaesar,armanicaesar,https://www.facebook.com/armanicaesarmusic,https://armanicaesar.com/,"spotify,soundcloud+musicbrainz"
Austeria,United States,Hip Hop,Hip-Hop/Rap,cded9094-3c00-4361-87a6-b35b59e5223c,https://app.soundcharts.com/app/artist/austeria-1/overview,long_tail,average_growth,female,person,,1/14/19,12/5/25,44,1/12/26,0,1/12/26,39366,366,0.94,13066.0,699.0,5.65,158908,-4971,-3.03,41,0,0.0,22.0,0.0,0.0,869.0,42.0,5.08,,,,181118.0,12935.0,7.69,4.0,0.0,0.0,14119.0,108.0,0.77,486.0,5.0,1.04,969.0,6.0,0.62,20100.0,100.0,0.5,183000.0,1100.0,0.6,276.0,1.0,0.36,2.0,0.0,0.0,,,,,,,,,,65.0,4.0,6.56,1368.0,13.0,0.96,2523.0,-10.0,-0.39,46528.0,-19.0,-0.04,16826.0,0.0,0.0,719.0,-3.0,-0.42,8249.0,163.0,2.02,53.0,0.0,0.0,941.0,5.0,0.53,,,,1892.0,79.0,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,4.0,0.0,0.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,15VvV8dnWKZBNufin6LzzS,https://www.instagram.com/austeria/,austeria,https://www.tiktok.com/@austeria,austeria,https://www.youtube.com/@austeria,,https://soundcloud.com/austeria,austeria,https://twitter.com/austeria,austeria,,,"spotify,soundcloud"
Ellize,Greece,Hip Hop,Hip-Hop/Rap,8d9f6808-1f4b-47e8-8534-94d7423af215,https://app.soundcharts.com/app/artist/ellize/overview,long_tail,average_growth,female,person,,5/5/21,11/19/25,32,1/12/26,0,1/12/26,40679,679,1.7,38617.0,365.0,0.95,158643,9643,6.47,43,1,2.38,27.0,0.0,0.0,4480.0,60.0,1.36,,,,1418657.0,0.0,0.0,70.0,0.0,0.0,23823.0,-220.0,-0.92,46.0,1.0,2.22,471.0,6.0,1.29,50500.0,500.0,1.0,3100000.0,100000.0,3.33,197.0,29.0,17.26,72.0,49.0,213.04,,,,59.0,0.0,0.0,11.0,-6.0,-35.29,17.0,0.0,0.0,260.0,1.0,0.39,40.0,1.0,2.56,28.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,,,,,,,860.0,13.0,1.53,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,4191.0,0.0,0.0,,,,,,,,,16NpduEB1MO70qblBBj3GH,https://www.instagram.com/e11ize/,e11ize,https://www.tiktok.com/@e11ize,e11ize,https://www.youtube.com/@e11ize,,https://soundcloud.com/user-617838479-355675044,user-617838479-355675044,https://twitter.com/ellize,ellize,https://www.facebook.com/e11ize,https://offbeat.gr/artists/ellize/,"spotify,soundcloud+musicbrainz"
Mel,Greece,Hip Hop,greek drill,7f64f7e7-1f68-4abf-a7f1-8335d3edbc98,https://app.soundcharts.com/app/artist/mel-61/overview,long_tail,average_growth,,person,,2/2/20,12/14/25,78,1/12/26,0,1/12/26,26107,2107,8.78,5788.0,370.0,6.83,158353,50553,46.9,42,4,10.53,4.0,0.0,0.0,1620.0,-10.0,-0.61,,,,348056.0,472.0,0.14,32.0,0.0,0.0,5823.0,223.0,3.98,4.0,-7.0,-63.64,890.0,-19.0,-2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,55.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/mel/,mel,https://www.tiktok.com/@mel,mel,https://www.youtube.com/@mel,,,,https://twitter.com/mel,mel,,,
Dessa,United States,"Pop, Alternative, Hip Hop","Pop, escape room, hip pop, Hip-Hop/Rap, underground rap, minnesota hip hop, abstract hip hop, pop, indie pop",11e81bc0-192c-0aa4-860c-a0369fe50396,https://app.soundcharts.com/app/artist/dessa/overview,mid_level,average_growth,female,person,5/23/81,1/1/05,11/4/25,148,12/13/25,61,1/12/26,53561,561,1.06,71832.0,133.0,0.19,157855,-9054,-5.42,40,0,0.0,54.0,0.0,0.0,4380.0,0.0,0.0,0.0,0.0,0.0,1791616.0,0.0,0.0,12.0,0.0,0.0,61361.0,13.0,0.02,4331.0,6.0,0.14,1604.0,14.0,0.88,,,,,,,,,,626.0,16.0,2.62,8642.0,601.0,7.47,2935.0,44.0,1.52,24.0,-1.0,-4.0,2885.0,165.0,6.07,66296.0,-52.0,-0.08,48031.0,-70.0,-0.15,45356.0,-23.0,-0.05,28976.0,-2.0,-0.01,1020.0,-3.0,-0.29,,,,,,,,,,40744.0,43.0,0.11,68332.0,155.0,0.23,98.0,0.0,0.0,,,,,,,,,,,,,,,,,,,239.0,0.0,0.0,32698.0,0.0,0.0,,,,15.0,2.0,15.38,125.0,1.0,0.81,,,,,,,,,,,,,,,,247.0,2.0,0.82,248.0,0.0,0.0,4127.0,0.0,0.0,,,,,,,,,,,,,146206.0,2184.0,1.52,,,,,,,,,2CQAfzpwwaMxj3YNlb4Gbj,https://www.instagram.com/dessa/,dessa,https://www.tiktok.com/@dessa,dessa,https://www.youtube.com/@dessa,,https://soundcloud.com/dessawave,dessawave,https://twitter.com/dessadarling,dessadarling,https://www.facebook.com/dessadarling,http://www.doomtree.net/dessa/,"spotify,soundcloud+musicbrainz"
